id,clientid,pid,pnme,value,trsdate,value2
550962,test001,FUR-CH,Chairs,7542.5212,7/1/2020,7542.5212
551444,test001,FUR-CH,Chairs,21689.754,8/1/2020,21689.754
551516,test001,FUR-CH,Chairs,29402.0877,9/1/2020,29402.0877
551544,test001,FUR-CH,Chairs,11856.11779,10/1/2020,11856.11779
551545,test001,FUR-CH,Chairs,14131.66331,11/1/2020,14131.66331
551546,test001,FUR-CH,Chairs,15518.31774,12/1/2020,15518.31774
551547,test001,FUR-CH,Chairs,10456.76521,1/1/2021,10456.76521
551548,test001,FUR-CH,Chairs,10255.60351,2/1/2021,10255.60351
551549,test001,FUR-CH,Chairs,10578.14701,3/1/2021,10578.14701
551550,test001,FUR-CH,Chairs,9346.475947,4/1/2021,9346.475947
551551,test001,FUR-CH,Chairs,9831.537493,5/1/2021,9831.537493
551552,test001,FUR-CH,Chairs,9602.07242,6/1/2021,9602.07242
551553,test001,FUR-CH,Chairs,9248.395498,7/1/2021,9248.395498
551554,test001,FUR-CH,Chairs,10261.16535,8/1/2021,10261.16535
551555,test001,FUR-CH,Chairs,10813.20275,9/1/2021,10813.20275
551556,test001,FUR-CH,Chairs,10405.92148,10/1/2021,10405.92148
551557,test001,FUR-CH,Chairs,10731.69484,11/1/2021,10731.69484
551558,test001,FUR-CH,Chairs,13467.22881,12/1/2021,13467.22881
551559,test001,FUR-CH,Chairs,10890.18783,1/1/2022,10890.18783
551560,test001,FUR-CH,Chairs,11431.77923,2/1/2022,11431.77923
551561,test001,FUR-CH,Chairs,12252.10269,3/1/2022,12252.10269
551562,test001,FUR-CH,Chairs,11701.82436,4/1/2022,11701.82436
551563,test001,FUR-CH,Chairs,13034.14073,5/1/2022,13034.14073
551564,test001,FUR-CH,Chairs,12404.04472,6/1/2022,12404.04472
551565,test001,FUR-CH,Chairs,11435.1295,7/1/2022,11435.1295
551566,test001,FUR-CH,Chairs,14210.82805,8/1/2022,14210.82805
551567,test001,FUR-CH,Chairs,15723.98389,9/1/2022,15723.98389
551274,test001,TEC-CO,Copiers,455.9848,4/1/2017,455.9848
550927,test001,TEC-CO,Copiers,2393.9487,5/1/2017,2393.9487
551072,test001,TEC-CO,Copiers,531.9924,7/1/2017,531.9924
550975,test001,TEC-CO,Copiers,1662.4677,8/1/2017,1662.4677
551045,test001,TEC-CO,Copiers,1709.9715,9/1/2017,1709.9715
551397,test001,TEC-CO,Copiers,1899.962,10/1/2017,1899.962
550796,test001,TEC-CO,Copiers,626.9886,11/1/2017,626.9886
551448,test001,TEC-CO,Copiers,1025.9772,12/1/2017,1025.9772
550841,test001,TEC-CO,Copiers,4056.4183,3/1/2018,4056.4183
550946,test001,TEC-CO,Copiers,2545.9202,4/1/2018,2545.9202
551409,test001,TEC-CO,Copiers,2659.9468,5/1/2018,2659.9468
550866,test001,TEC-CO,Copiers,854.9715,6/1/2018,854.9715
550822,test001,TEC-CO,Copiers,3571.9468,8/1/2018,3571.9468
550937,test001,TEC-CO,Copiers,1291.9696,9/1/2018,1291.9696
550922,test001,TEC-CO,Copiers,873.9696,10/1/2018,873.9696
550981,test001,TEC-CO,Copiers,1510.4734,11/1/2018,1510.4734
551114,test001,TEC-CO,Copiers,7504.8613,12/1/2018,7504.8613
550901,test001,TEC-CO,Copiers,911.9696,1/1/2019,911.9696
551321,test001,TEC-CO,Copiers,1139.9772,4/1/2019,1139.9772
551406,test001,TEC-CO,Copiers,8777.9658,5/1/2019,8777.9658
550830,test001,TEC-CO,Copiers,1424.9525,6/1/2019,1424.9525
550872,test001,TEC-CO,Copiers,4027.9392,7/1/2019,4027.9392
550846,test001,TEC-CO,Copiers,5585.8442,9/1/2019,5585.8442
551419,test001,TEC-CO,Copiers,21754.867,10/1/2019,21754.867
551449,test001,TEC-CO,Copiers,1139.9772,11/1/2019,1139.9772
551061,test001,TEC-CO,Copiers,4255.9088,12/1/2019,4255.9088
551416,test001,TEC-CO,Copiers,5699.905,1/1/2020,5699.905
551014,test001,TEC-CO,Copiers,40507.6618,3/1/2020,40507.6618
550812,test001,TEC-CO,Copiers,6383.9088,5/1/2020,6383.9088
551412,test001,TEC-CO,Copiers,6611.8366,7/1/2020,6611.8366
550920,test001,TEC-CO,Copiers,2241.9506,8/1/2020,2241.9506
551309,test001,TEC-CO,Copiers,607.9696,9/1/2020,607.9696
551856,test001,TEC-CO,Copiers,1784.020035,10/1/2020,1163.064258
551857,test001,TEC-CO,Copiers,1784.020035,11/1/2020,127.4193026
551858,test001,TEC-CO,Copiers,1784.021484,12/1/2020,262.8385749
551859,test001,TEC-CO,Copiers,1784.022208,1/1/2021,-461.5378123
551860,test001,TEC-CO,Copiers,1784.020035,2/1/2021,-382.6758658
551861,test001,TEC-CO,Copiers,1784.035478,3/1/2021,2735.882627
551862,test001,TEC-CO,Copiers,1784.020035,4/1/2021,-382.6758658
551863,test001,TEC-CO,Copiers,1784.022469,5/1/2021,-700.505746
551864,test001,TEC-CO,Copiers,1784.020035,6/1/2021,-382.6758658
551865,test001,TEC-CO,Copiers,1784.022556,7/1/2021,-409.7002165
551866,test001,TEC-CO,Copiers,1784.02089,8/1/2021,-494.2938279
551867,test001,TEC-CO,Copiers,1784.020267,9/1/2021,-412.9442972
551868,test001,TEC-CO,Copiers,1784.021395,10/1/2021,-498.4847176
551869,test001,TEC-CO,Copiers,1784.021395,11/1/2021,-395.3632844
551870,test001,TEC-CO,Copiers,3683.981947,12/1/2021,134.5579697
551871,test001,TEC-CO,Copiers,4633.971722,1/1/2022,-110.1985945
551872,test001,TEC-CO,Copiers,1784.021395,2/1/2022,-344.571993
551873,test001,TEC-CO,Copiers,22037.83685,3/1/2022,-133.4815983
551874,test001,TEC-CO,Copiers,1784.021395,4/1/2022,-344.571993
551875,test001,TEC-CO,Copiers,4975.973361,5/1/2022,600.0010555
551876,test001,TEC-CO,Copiers,1784.021395,6/1/2022,-344.571993
551877,test001,TEC-CO,Copiers,5089.937175,7/1/2022,-264.2570985
551878,test001,TEC-CO,Copiers,2904.99584,8/1/2022,-12.8495046
551879,test001,TEC-CO,Copiers,2088.005963,9/1/2022,-254.6158679
551001,test001,OFF-EN,Envelopes,184.642,1/1/2017,184.642
551161,test001,OFF-EN,Envelopes,10.792,2/1/2017,10.792
551044,test001,OFF-EN,Envelopes,324.748,3/1/2017,324.748
551498,test001,OFF-EN,Envelopes,387.9344,4/1/2017,387.9344
551365,test001,OFF-EN,Envelopes,203.4843,5/1/2017,203.4843
551264,test001,OFF-EN,Envelopes,90.782,6/1/2017,90.782
551465,test001,OFF-EN,Envelopes,130.0208,7/1/2017,130.0208
551066,test001,OFF-EN,Envelopes,193.1654,8/1/2017,193.1654
551380,test001,OFF-EN,Envelopes,374.433,9/1/2017,374.433
550794,test001,OFF-EN,Envelopes,311.3568,10/1/2017,311.3568
550925,test001,OFF-EN,Envelopes,1009.679,11/1/2017,1009.679
551402,test001,OFF-EN,Envelopes,441.9248,12/1/2017,441.9248
550983,test001,OFF-EN,Envelopes,16.606,1/1/2018,16.606
551075,test001,OFF-EN,Envelopes,463.1725,2/1/2018,463.1725
551004,test001,OFF-EN,Envelopes,87.7021,3/1/2018,87.7021
551181,test001,OFF-EN,Envelopes,192.185,4/1/2018,192.185
551151,test001,OFF-EN,Envelopes,396.9461,5/1/2018,396.9461
551453,test001,OFF-EN,Envelopes,210.5675,6/1/2018,210.5675
551059,test001,OFF-EN,Envelopes,484.804,7/1/2018,484.804
551375,test001,OFF-EN,Envelopes,685.463,9/1/2018,685.463
551074,test001,OFF-EN,Envelopes,384.4878,10/1/2018,384.4878
551018,test001,OFF-EN,Envelopes,492.2102,11/1/2018,492.2102
550940,test001,OFF-EN,Envelopes,872.4344,12/1/2018,872.4344
550857,test001,OFF-EN,Envelopes,206.701,1/1/2019,206.701
550788,test001,OFF-EN,Envelopes,258.6432,2/1/2019,258.6432
551241,test001,OFF-EN,Envelopes,562.4988,3/1/2019,562.4988
551484,test001,OFF-EN,Envelopes,168.1899,4/1/2019,168.1899
550929,test001,OFF-EN,Envelopes,118.5087,5/1/2019,118.5087
551033,test001,OFF-EN,Envelopes,109.269,6/1/2019,109.269
550971,test001,OFF-EN,Envelopes,470.2462,7/1/2019,470.2462
551372,test001,OFF-EN,Envelopes,377.3856,8/1/2019,377.3856
551294,test001,OFF-EN,Envelopes,659.7351,9/1/2019,659.7351
551485,test001,OFF-EN,Envelopes,407.3011,10/1/2019,407.3011
551084,test001,OFF-EN,Envelopes,549.7555,11/1/2019,549.7555
551313,test001,OFF-EN,Envelopes,728.1978,12/1/2019,728.1978
550868,test001,OFF-EN,Envelopes,608.9044,1/1/2020,608.9044
551140,test001,OFF-EN,Envelopes,130.34,2/1/2020,130.34
551088,test001,OFF-EN,Envelopes,926.1664,3/1/2020,926.1664
551121,test001,OFF-EN,Envelopes,245.4572,4/1/2020,245.4572
551360,test001,OFF-EN,Envelopes,728.0838,5/1/2020,728.0838
551166,test001,OFF-EN,Envelopes,71.4552,6/1/2020,71.4552
550942,test001,OFF-EN,Envelopes,110.01,7/1/2020,110.01
551317,test001,OFF-EN,Envelopes,256.804,8/1/2020,256.804
551150,test001,OFF-EN,Envelopes,751.716,9/1/2020,751.716
551688,test001,OFF-EN,Envelopes,218.6461628,10/1/2020,218.6461628
551689,test001,OFF-EN,Envelopes,218.6461628,11/1/2020,218.6461628
551690,test001,OFF-EN,Envelopes,341.6825628,12/1/2020,341.6825628
551691,test001,OFF-EN,Envelopes,523.0983628,1/1/2021,523.0983628
551692,test001,OFF-EN,Envelopes,283.8161628,2/1/2021,283.8161628
551693,test001,OFF-EN,Envelopes,681.7293628,3/1/2021,681.7293628
551694,test001,OFF-EN,Envelopes,341.3747628,4/1/2021,341.3747628
551695,test001,OFF-EN,Envelopes,582.6880628,5/1/2021,582.6880628
551696,test001,OFF-EN,Envelopes,254.3737628,6/1/2021,254.3737628
551697,test001,OFF-EN,Envelopes,273.6511628,7/1/2021,273.6511628
551698,test001,OFF-EN,Envelopes,347.0481628,8/1/2021,347.0481628
551699,test001,OFF-EN,Envelopes,594.5041628,9/1/2021,594.5041628
551700,test001,OFF-EN,Envelopes,437.2923256,10/1/2021,437.2923256
551701,test001,OFF-EN,Envelopes,437.2923256,11/1/2021,437.2923256
551702,test001,OFF-EN,Envelopes,560.3287256,12/1/2021,560.3287256
551703,test001,OFF-EN,Envelopes,741.7445256,1/1/2022,741.7445256
551704,test001,OFF-EN,Envelopes,502.4623256,2/1/2022,502.4623256
551705,test001,OFF-EN,Envelopes,900.3755256,3/1/2022,900.3755256
551706,test001,OFF-EN,Envelopes,560.0209256,4/1/2022,560.0209256
551707,test001,OFF-EN,Envelopes,801.3342256,5/1/2022,801.3342256
551708,test001,OFF-EN,Envelopes,473.0199256,6/1/2022,473.0199256
551709,test001,OFF-EN,Envelopes,492.2973256,7/1/2022,492.2973256
551710,test001,OFF-EN,Envelopes,565.6943256,8/1/2022,565.6943256
551711,test001,OFF-EN,Envelopes,813.1503256,9/1/2022,813.1503256
550949,test001,OFF-FA,Fasteners,46.9395,1/1/2017,46.9395
551379,test001,OFF-FA,Fasteners,17.898,2/1/2017,17.898
551482,test001,OFF-FA,Fasteners,27.93,3/1/2017,27.93
551220,test001,OFF-FA,Fasteners,96.5998,4/1/2017,96.5998
550802,test001,OFF-FA,Fasteners,11.9472,5/1/2017,11.9472
551510,test001,OFF-FA,Fasteners,43.0274,6/1/2017,43.0274
550943,test001,OFF-FA,Fasteners,28.5266,7/1/2017,28.5266
550875,test001,OFF-FA,Fasteners,76.1805,8/1/2017,76.1805
551203,test001,OFF-FA,Fasteners,99.617,9/1/2017,99.617
551185,test001,OFF-FA,Fasteners,47.6197,10/1/2017,47.6197
550874,test001,OFF-FA,Fasteners,58.026,11/1/2017,58.026
551175,test001,OFF-FA,Fasteners,73.9499,12/1/2017,73.9499
550786,test001,OFF-FA,Fasteners,5.5195,2/1/2018,5.5195
551124,test001,OFF-FA,Fasteners,65.0066,3/1/2018,65.0066
551013,test001,OFF-FA,Fasteners,28.766,4/1/2018,28.766
551415,test001,OFF-FA,Fasteners,30.02,5/1/2018,30.02
551167,test001,OFF-FA,Fasteners,9.8705,6/1/2018,9.8705
550821,test001,OFF-FA,Fasteners,48.6134,7/1/2018,48.6134
551302,test001,OFF-FA,Fasteners,21.5479,8/1/2018,21.5479
551056,test001,OFF-FA,Fasteners,59.4434,9/1/2018,59.4434
550864,test001,OFF-FA,Fasteners,19.5871,10/1/2018,19.5871
551426,test001,OFF-FA,Fasteners,140.239,11/1/2018,140.239
551170,test001,OFF-FA,Fasteners,89.3494,12/1/2018,89.3494
551182,test001,OFF-FA,Fasteners,7.182,1/1/2019,7.182
550879,test001,OFF-FA,Fasteners,68.6622,2/1/2019,68.6622
550859,test001,OFF-FA,Fasteners,37.8556,3/1/2019,37.8556
551219,test001,OFF-FA,Fasteners,63.7355,4/1/2019,63.7355
551259,test001,OFF-FA,Fasteners,19.9994,5/1/2019,19.9994
550966,test001,OFF-FA,Fasteners,29.9326,6/1/2019,29.9326
550840,test001,OFF-FA,Fasteners,87.5824,7/1/2019,87.5824
550924,test001,OFF-FA,Fasteners,79.5055,8/1/2019,79.5055
551089,test001,OFF-FA,Fasteners,68.6166,9/1/2019,68.6166
550932,test001,OFF-FA,Fasteners,174.7696,10/1/2019,174.7696
550947,test001,OFF-FA,Fasteners,182.7876,11/1/2019,182.7876
550907,test001,OFF-FA,Fasteners,131.4306,12/1/2019,131.4306
551202,test001,OFF-FA,Fasteners,81.776,1/1/2020,81.776
551506,test001,OFF-FA,Fasteners,130.8644,2/1/2020,130.8644
551191,test001,OFF-FA,Fasteners,46.892,3/1/2020,46.892
550817,test001,OFF-FA,Fasteners,52.801,4/1/2020,52.801
551206,test001,OFF-FA,Fasteners,83.7406,5/1/2020,83.7406
551183,test001,OFF-FA,Fasteners,53.7966,6/1/2020,53.7966
551262,test001,OFF-FA,Fasteners,26.2124,7/1/2020,26.2124
551148,test001,OFF-FA,Fasteners,159.0224,8/1/2020,159.0224
551137,test001,OFF-FA,Fasteners,271.1832,9/1/2020,271.1832
551712,test001,OFF-FA,Fasteners,78.47600787,10/1/2020,40.63631766
551713,test001,OFF-FA,Fasteners,82.11973906,11/1/2020,27.35279703
551714,test001,OFF-FA,Fasteners,125.6957703,12/1/2020,67.28509703
551715,test001,OFF-FA,Fasteners,130.2952014,1/1/2021,68.24079703
551716,test001,OFF-FA,Fasteners,158.4831326,2/1/2021,92.78499703
551717,test001,OFF-FA,Fasteners,120.1406638,3/1/2021,50.79879703
551718,test001,OFF-FA,Fasteners,126.738895,4/1/2021,53.75329703
551719,test001,OFF-FA,Fasteners,145.8524262,5/1/2021,69.22309703
551720,test001,OFF-FA,Fasteners,134.5241574,6/1/2021,54.25109703
551721,test001,OFF-FA,Fasteners,124.3757886,7/1/2021,40.45899703
551722,test001,OFF-FA,Fasteners,194.4245198,8/1/2021,106.863997
551723,test001,OFF-FA,Fasteners,254.148651,9/1/2021,15.77437773
551724,test001,OFF-FA,Fasteners,200.67679,10/1/2021,67.98911469
551725,test001,OFF-FA,Fasteners,207.9642524,11/1/2021,54.70559405
551726,test001,OFF-FA,Fasteners,255.1840148,12/1/2021,94.63789405
551727,test001,OFF-FA,Fasteners,263.4271772,1/1/2022,95.59359405
551728,test001,OFF-FA,Fasteners,295.2588396,2/1/2022,120.1377941
551729,test001,OFF-FA,Fasteners,260.5601019,3/1/2022,78.15159405
551730,test001,OFF-FA,Fasteners,270.8020643,4/1/2022,81.10609405
551731,test001,OFF-FA,Fasteners,293.5593267,5/1/2022,96.57589405
551732,test001,OFF-FA,Fasteners,285.8747891,6/1/2022,81.60389405
551733,test001,OFF-FA,Fasteners,279.3701515,7/1/2022,67.81179405
551734,test001,OFF-FA,Fasteners,353.0626139,8/1/2022,134.2167941
551735,test001,OFF-FA,Fasteners,416.4304762,9/1/2022,43.12717476
550790,test001,FUR-FU,Furnishings,676.1815,1/1/2017,676.1815
551085,test001,FUR-FU,Furnishings,433.7054,2/1/2017,433.7054
551051,test001,FUR-FU,Furnishings,564.5432,3/1/2017,564.5432
551277,test001,FUR-FU,Furnishings,766.0477,4/1/2017,766.0477
551437,test001,FUR-FU,Furnishings,831.9017,5/1/2017,831.9017
551073,test001,FUR-FU,Furnishings,320.3685,6/1/2017,320.3685
551119,test001,FUR-FU,Furnishings,899.4125,7/1/2017,899.4125
550911,test001,FUR-FU,Furnishings,973.123,8/1/2017,973.123
551105,test001,FUR-FU,Furnishings,2745.7337,9/1/2017,2745.7337
551407,test001,FUR-FU,Furnishings,770.9592,10/1/2017,770.9592
551173,test001,FUR-FU,Furnishings,2446.3127,11/1/2017,2446.3127
550789,test001,FUR-FU,Furnishings,1706.6332,12/1/2017,1706.6332
550989,test001,FUR-FU,Furnishings,1206.6083,1/1/2018,1206.6083
551239,test001,FUR-FU,Furnishings,195.7988,2/1/2018,195.7988
551116,test001,FUR-FU,Furnishings,1364.1601,3/1/2018,1364.1601
551180,test001,FUR-FU,Furnishings,2903.903,4/1/2018,2903.903
551424,test001,FUR-FU,Furnishings,1395.2099,5/1/2018,1395.2099
550978,test001,FUR-FU,Furnishings,2523.9277,6/1/2018,2523.9277
551110,test001,FUR-FU,Furnishings,1233.3584,7/1/2018,1233.3584
551196,test001,FUR-FU,Furnishings,878.3814,8/1/2018,878.3814
550999,test001,FUR-FU,Furnishings,1981.9812,9/1/2018,1981.9812
551138,test001,FUR-FU,Furnishings,914.2686,10/1/2018,914.2686
551000,test001,FUR-FU,Furnishings,3039.9107,11/1/2018,3039.9107
551417,test001,FUR-FU,Furnishings,2397.7183,12/1/2018,2397.7183
550804,test001,FUR-FU,Furnishings,1101.0386,1/1/2019,1101.0386
551281,test001,FUR-FU,Furnishings,721.5003,2/1/2019,721.5003
551387,test001,FUR-FU,Furnishings,2172.4277,3/1/2019,2172.4277
550799,test001,FUR-FU,Furnishings,836.5168,4/1/2019,836.5168
551107,test001,FUR-FU,Furnishings,2701.9976,5/1/2019,2701.9976
551497,test001,FUR-FU,Furnishings,1460.5528,6/1/2019,1460.5528
551108,test001,FUR-FU,Furnishings,1791.5765,7/1/2019,1791.5765
550873,test001,FUR-FU,Furnishings,933.9089,8/1/2019,933.9089
551328,test001,FUR-FU,Furnishings,3336.2632,9/1/2019,3336.2632
550899,test001,FUR-FU,Furnishings,2320.5004,10/1/2019,2320.5004
551172,test001,FUR-FU,Furnishings,4001.3411,11/1/2019,4001.3411
551304,test001,FUR-FU,Furnishings,9809.8102,12/1/2019,9809.8102
551398,test001,FUR-FU,Furnishings,506.3082,1/1/2020,506.3082
551178,test001,FUR-FU,Furnishings,1642.8198,2/1/2020,1642.8198
550988,test001,FUR-FU,Furnishings,2120.9586,3/1/2020,2120.9586
550808,test001,FUR-FU,Furnishings,5035.7866,4/1/2020,5035.7866
550928,test001,FUR-FU,Furnishings,3053.167,5/1/2020,3053.167
550862,test001,FUR-FU,Furnishings,2767.1106,6/1/2020,2767.1106
551478,test001,FUR-FU,Furnishings,6425.344,7/1/2020,6425.344
551258,test001,FUR-FU,Furnishings,3948.2798,8/1/2020,3948.2798
551405,test001,FUR-FU,Furnishings,4426.0348,9/1/2020,4426.0348
551568,test001,FUR-FU,Furnishings,2056.242396,10/1/2020,2056.242396
551569,test001,FUR-FU,Furnishings,2159.133635,11/1/2020,2159.133635
551570,test001,FUR-FU,Furnishings,3741.95189,12/1/2020,3741.95189
551571,test001,FUR-FU,Furnishings,2238.437203,1/1/2021,2238.437203
551572,test001,FUR-FU,Furnishings,2439.462104,2/1/2021,2439.462104
551573,test001,FUR-FU,Furnishings,2555.360497,3/1/2021,2555.360497
551574,test001,FUR-FU,Furnishings,3133.001024,4/1/2021,3133.001024
551575,test001,FUR-FU,Furnishings,2739.799895,5/1/2021,2739.799895
551576,test001,FUR-FU,Furnishings,2676.485502,6/1/2021,2676.485502
551577,test001,FUR-FU,Furnishings,3420.713857,7/1/2021,3420.713857
551578,test001,FUR-FU,Furnishings,2916.855449,8/1/2021,2916.855449
551579,test001,FUR-FU,Furnishings,3015.112503,9/1/2021,3015.112503
551580,test001,FUR-FU,Furnishings,2950.626522,10/1/2021,2950.626522
551581,test001,FUR-FU,Furnishings,2992.948591,11/1/2021,2992.948591
551582,test001,FUR-FU,Furnishings,6058.629477,12/1/2021,6058.629477
551583,test001,FUR-FU,Furnishings,3175.555036,1/1/2022,3175.555036
551584,test001,FUR-FU,Furnishings,3594.917752,2/1/2022,3594.917752
551585,test001,FUR-FU,Furnishings,3784.231895,3/1/2022,3784.231895
551586,test001,FUR-FU,Furnishings,4885.30835,4/1/2022,4885.30835
551587,test001,FUR-FU,Furnishings,4136.250589,5/1/2022,4136.250589
551588,test001,FUR-FU,Furnishings,4025.467427,6/1/2022,4025.467427
551589,test001,FUR-FU,Furnishings,5415.289501,7/1/2022,5415.289501
551590,test001,FUR-FU,Furnishings,4474.243053,8/1/2022,4474.243053
551591,test001,FUR-FU,Furnishings,4656.18712,9/1/2022,4656.18712
551401,test001,OFF-LA,Labels,42.5087,1/1/2017,42.5087
550997,test001,OFF-LA,Labels,35.0322,2/1/2017,35.0322
551141,test001,OFF-LA,Labels,193.0305,3/1/2017,193.0305
551135,test001,OFF-LA,Labels,46.9224,4/1/2017,46.9224
551060,test001,OFF-LA,Labels,54.568,5/1/2017,54.568
551319,test001,OFF-LA,Labels,577.3397,6/1/2017,577.3397
551057,test001,OFF-LA,Labels,201.7173,7/1/2017,201.7173
551242,test001,OFF-LA,Labels,22.6404,8/1/2017,22.6404
551378,test001,OFF-LA,Labels,362.4592,9/1/2017,362.4592
551225,test001,OFF-LA,Labels,214.8615,10/1/2017,214.8615
551477,test001,OFF-LA,Labels,473.1703,11/1/2017,473.1703
551316,test001,OFF-LA,Labels,497.5701,12/1/2017,497.5701
551192,test001,OFF-LA,Labels,23.218,1/1/2018,23.218
550885,test001,OFF-LA,Labels,191.1932,2/1/2018,191.1932
551333,test001,OFF-LA,Labels,505.7211,3/1/2018,505.7211
551394,test001,OFF-LA,Labels,123.3765,4/1/2018,123.3765
551144,test001,OFF-LA,Labels,247.779,5/1/2018,247.779
550919,test001,OFF-LA,Labels,31.1562,6/1/2018,31.1562
550914,test001,OFF-LA,Labels,309.0996,7/1/2018,309.0996
551113,test001,OFF-LA,Labels,127.3095,8/1/2018,127.3095
551222,test001,OFF-LA,Labels,206.3628,9/1/2018,206.3628
551268,test001,OFF-LA,Labels,580.2353,10/1/2018,580.2353
550965,test001,OFF-LA,Labels,115.995,11/1/2018,115.995
551489,test001,OFF-LA,Labels,324.6967,12/1/2018,324.6967
551469,test001,OFF-LA,Labels,86.507,1/1/2019,86.507
551347,test001,OFF-LA,Labels,29.6685,2/1/2019,29.6685
551513,test001,OFF-LA,Labels,29.241,3/1/2019,29.241
550904,test001,OFF-LA,Labels,18.7112,4/1/2019,18.7112
551040,test001,OFF-LA,Labels,165.8795,5/1/2019,165.8795
551136,test001,OFF-LA,Labels,368.4252,6/1/2019,368.4252
551410,test001,OFF-LA,Labels,149.4958,7/1/2019,149.4958
550945,test001,OFF-LA,Labels,287.0539,8/1/2019,287.0539
551205,test001,OFF-LA,Labels,319.4717,9/1/2019,319.4717
550968,test001,OFF-LA,Labels,138.4644,10/1/2019,138.4644
551518,test001,OFF-LA,Labels,865.1574,11/1/2019,865.1574
551270,test001,OFF-LA,Labels,313.2739,12/1/2019,313.2739
550956,test001,OFF-LA,Labels,43.206,1/1/2020,43.206
551255,test001,OFF-LA,Labels,57.988,2/1/2020,57.988
550995,test001,OFF-LA,Labels,477.0596,3/1/2020,477.0596
551371,test001,OFF-LA,Labels,325.3522,4/1/2020,325.3522
550964,test001,OFF-LA,Labels,725.249,5/1/2020,725.249
551515,test001,OFF-LA,Labels,342.5548,6/1/2020,342.5548
551476,test001,OFF-LA,Labels,1869.5316,7/1/2020,1869.5316
551227,test001,OFF-LA,Labels,956.688,8/1/2020,956.688
550801,test001,OFF-LA,Labels,867.6426,9/1/2020,867.6426
551736,test001,OFF-LA,Labels,474.4340429,10/1/2020,-84.4957265
551737,test001,OFF-LA,Labels,474.4340429,11/1/2020,-82.31151298
551738,test001,OFF-LA,Labels,559.9055429,12/1/2020,268.4682995
551739,test001,OFF-LA,Labels,496.0370429,1/1/2021,-5.070426672
551740,test001,OFF-LA,Labels,503.4280429,2/1/2021,1.792287217
551741,test001,OFF-LA,Labels,712.9638429,3/1/2021,245.7939062
551742,test001,OFF-LA,Labels,637.1101429,4/1/2021,95.58006892
551743,test001,OFF-LA,Labels,837.0585429,5/1/2021,-95.06287592
551744,test001,OFF-LA,Labels,645.7114429,6/1/2021,168.643035
551745,test001,OFF-LA,Labels,1409.199843,7/1/2021,-77.17144368
551746,test001,OFF-LA,Labels,952.7780429,8/1/2021,-78.28768686
551747,test001,OFF-LA,Labels,908.2553429,9/1/2021,273.8880663
551748,test001,OFF-LA,Labels,948.8680857,10/1/2021,-0.0963463
551749,test001,OFF-LA,Labels,948.8680857,11/1/2021,1.982547434
551750,test001,OFF-LA,Labels,1034.339586,12/1/2021,229.1144369
551751,test001,OFF-LA,Labels,970.4710857,1/1/2022,52.82247425
551752,test001,OFF-LA,Labels,977.8620857,2/1/2022,60.54689996
551753,test001,OFF-LA,Labels,1187.397886,3/1/2022,293.2056695
551754,test001,OFF-LA,Labels,1111.544186,4/1/2022,176.15365
551755,test001,OFF-LA,Labels,1311.492586,5/1/2022,-124.0963783
551756,test001,OFF-LA,Labels,1120.145486,6/1/2022,219.0845681
551757,test001,OFF-LA,Labels,1883.633886,7/1/2022,-109.7693902
551758,test001,OFF-LA,Labels,1427.212086,8/1/2022,-113.1913807
551759,test001,OFF-LA,Labels,1382.689386,9/1/2022,405.0696206
551358,test001,TEC-MA,Machines,24048.9251,3/1/2017,24048.9251
551240,test001,TEC-MA,Machines,273.5696,4/1/2017,273.5696
551226,test001,TEC-MA,Machines,657.17295,6/1/2017,657.17295
551250,test001,TEC-MA,Machines,531.7245,8/1/2017,531.7245
551377,test001,TEC-MA,Machines,20767.5434,9/1/2017,20767.5434
551197,test001,TEC-MA,Machines,96.8943,10/1/2017,96.8943
551235,test001,TEC-MA,Machines,5166.8581,11/1/2017,5166.8581
551279,test001,TEC-MA,Machines,8508.1164,12/1/2017,8508.1164
551216,test001,TEC-MA,Machines,1823.9772,1/1/2018,1823.9772
551062,test001,TEC-MA,Machines,68.3772,3/1/2018,68.3772
550982,test001,TEC-MA,Machines,1310.924,4/1/2018,1310.924
551246,test001,TEC-MA,Machines,3204.217,5/1/2018,3204.217
551027,test001,TEC-MA,Machines,972.2015,7/1/2018,972.2015
551341,test001,TEC-MA,Machines,3153.9772,8/1/2018,3153.9772
551090,test001,TEC-MA,Machines,598.4335,9/1/2018,598.4335
550800,test001,TEC-MA,Machines,1041.0043,10/1/2018,1041.0043
551223,test001,TEC-MA,Machines,7457.95885,11/1/2018,7457.95885
550961,test001,TEC-MA,Machines,5615.8414,12/1/2018,5615.8414
551188,test001,TEC-MA,Machines,8312.4525,1/1/2019,8312.4525
551256,test001,TEC-MA,Machines,4654.9335,2/1/2019,4654.9335
551425,test001,TEC-MA,Machines,3889.8795,3/1/2019,3889.8795
550843,test001,TEC-MA,Machines,8644.9335,4/1/2019,8644.9335
551392,test001,TEC-MA,Machines,7174.07985,5/1/2019,7174.07985
551283,test001,TEC-MA,Machines,7240.7138,6/1/2019,7240.7138
551391,test001,TEC-MA,Machines,577.0927,7/1/2019,577.0927
550910,test001,TEC-MA,Machines,895.9944,8/1/2019,895.9944
551168,test001,TEC-MA,Machines,1670.955,9/1/2019,1670.955
551349,test001,TEC-MA,Machines,1464.2445,10/1/2019,1464.2445
